b:tnow in s;m:u in p.u.
16.669002;0.879765
16.670002;0.879736
16.671002;0.879707
16.672002;0.879677
16.673002;0.879649
16.674002;0.879610
16.675002;0.879582
16.676002;0.879559
16.677002;0.879531
16.678002;0.879508
16.679002;0.879481
16.680002;0.879450
16.681002;0.879424
16.682002;0.879398
16.683002;0.879371
16.684002;0.879345
16.685002;0.879311
16.686002;0.879284
16.687002;0.879263
16.688002;0.879237
16.689002;0.879216
16.690002;0.879191
16.691002;0.879163
16.692002;0.879139
16.693002;0.879116
16.694002;0.879084
16.695002;0.879058
16.696002;0.879038
16.697002;0.879014
16.698002;0.878995
16.699002;0.878972
16.700002;0.878945
16.701002;0.878923
16.702002;0.878901
16.703002;0.878878
16.704002;0.878856
16.705002;0.878834
16.706002;0.878811
16.707002;0.878789
16.708002;0.878767
16.709002;0.878745
16.710002;0.878724
16.711002;0.878702
16.712002;0.878681
16.713002;0.878654
16.714002;0.878630
16.715002;0.878614
16.716002;0.878594
16.717002;0.878577
16.718002;0.878558
16.719002;0.878535
16.720002;0.878516
16.721002;0.878497
16.722002;0.878477
16.723002;0.878459
16.724002;0.878440
16.725002;0.878420
16.726002;0.878402
16.727002;0.878383
16.728002;0.878365
16.729002;0.878347
16.730002;0.878329
16.731002;0.878311
16.732002;0.878288
16.733002;0.878268
16.734002;0.878255
16.735002;0.878238
16.736002;0.878222
16.737002;0.878199
16.738002;0.878187
16.739002;0.878172
16.740002;0.878159
16.741002;0.878145
16.742002;0.878127
16.743002;0.878111
16.744002;0.878097
16.745002;0.878082
16.746002;0.878067
16.747002;0.878053
16.748002;0.878038
16.749002;0.878025
16.750002;0.878011
16.751002;0.877997
16.752002;0.877979
16.753002;0.877962
16.754002;0.877954
16.755002;0.877941
16.756002;0.877932
16.757002;0.877921
16.758002;0.877905
16.759002;0.877893
16.760002;0.877882
16.761002;0.877870
16.762002;0.877859
16.763002;0.877848
16.764002;0.877836
16.765002;0.877825
16.766002;0.877815
16.767002;0.877804
16.768002;0.877793
16.769002;0.877783
16.770002;0.877773
16.771002;0.877763
16.772002;0.877753
16.773002;0.877744
16.774002;0.877734
16.775002;0.877725
16.776002;0.877711
16.777002;0.877700
16.778002;0.877695
16.779002;0.877686
16.780002;0.877681
16.781002;0.877674
16.782002;0.877663
16.783002;0.877655
16.784002;0.877648
16.785002;0.877639
16.786002;0.877633
16.787002;0.877626
16.788002;0.877618
16.789002;0.877611
16.790002;0.877605
16.791002;0.877598
16.792002;0.877591
16.793002;0.877585
16.794002;0.877578
16.795002;0.877572
16.796002;0.877566
16.797002;0.877561
16.798002;0.877555
16.799002;0.877550
16.800002;0.877544
16.801002;0.877539
16.802002;0.877534
16.803002;0.877529
16.804002;0.877524
16.805002;0.877520
16.806002;0.877515
16.807002;0.877507
16.808002;0.877500
16.809002;0.877499
16.810002;0.877495
16.811002;0.877494
16.812002;0.877491
16.813002;0.877485
16.814002;0.877481
16.815002;0.877479
16.816002;0.877475
16.817002;0.877472
16.818002;0.877469
16.819002;0.877466
16.820002;0.877463
16.821002;0.877460
16.822002;0.877458
16.823002;0.877455
16.824002;0.877453
16.825002;0.877450
16.826002;0.877448
16.827002;0.877446
16.828002;0.877444
16.829002;0.877442
16.830002;0.877440
16.831002;0.877438
16.832002;0.877437
16.833002;0.877435
16.834002;0.877434
16.835002;0.877432
16.836002;0.877431
16.837002;0.877429
16.837233;0.877429
16.837733;0.877421
16.838400;0.877421
16.839400;0.877423
16.840400;0.877423
16.841400;0.877425
16.842400;0.877428
16.843400;0.877423
16.844400;0.877419
16.845400;0.877420
16.846400;0.877419
16.847400;0.877419
16.848400;0.877419
16.849400;0.877418
16.850400;0.877417
16.851400;0.877417
16.852400;0.877417
16.853400;0.877416
16.854400;0.877416
16.855400;0.877416
16.856400;0.877415
16.857400;0.877416
16.858400;0.877416
16.859400;0.877416
16.860400;0.877416
16.861400;0.877415
16.862400;0.877415
16.863400;0.877415
16.864400;0.877415
16.865400;0.877415
16.866400;0.877415
16.867400;0.877416
16.868400;0.877416
16.869400;0.877416
16.870400;0.877416
16.871400;0.877416
16.872400;0.877416
16.873400;0.877416
16.874400;0.877416
16.875400;0.877416
16.876400;0.877417
16.877400;0.877417
16.878400;0.877417
16.879400;0.877417
16.880400;0.877414
16.881400;0.877413
16.882400;0.877416
16.883400;0.877416
16.884400;0.877418
16.885400;0.877419
16.886400;0.877417
16.887400;0.877417
16.888400;0.877417
16.889400;0.877417
16.890400;0.877417
16.891400;0.877417
16.892400;0.877417
16.893400;0.877417
16.894400;0.877417
16.895400;0.877417
16.896400;0.877417
16.897400;0.877416
16.898400;0.877416
16.899400;0.877416
16.900400;0.877415
16.901400;0.877415
16.902400;0.877415
16.903400;0.877414
16.904400;0.877414
16.905400;0.877414
16.906400;0.877413
16.907400;0.877412
16.908400;0.877411
16.909400;0.877411
16.910400;0.877410
16.911400;0.877409
16.912400;0.877409
16.913400;0.877408
16.914400;0.877407
16.915400;0.877406
16.916400;0.877405
16.917400;0.877403
16.918400;0.877402
16.919400;0.877401
16.920400;0.877400
16.921400;0.877399
16.922400;0.877397
16.923400;0.877396
16.924400;0.877394
16.925400;0.877392
16.926400;0.877391
16.927400;0.877389
16.928400;0.877387
16.929400;0.877385
16.930400;0.877383
16.931400;0.877381
16.932400;0.877379
16.933400;0.877377
16.934400;0.877374
16.935400;0.877372
16.936400;0.877370
16.937400;0.877367
16.938400;0.877365
16.939400;0.877362
16.940400;0.877359
16.941400;0.877356
16.942400;0.877354
16.943400;0.877351
16.944400;0.877347
16.945400;0.877344
16.946400;0.877341
16.947400;0.877338
16.948400;0.877335
16.949400;0.877331
16.950400;0.877328
16.951400;0.877324
16.952400;0.877321
16.953400;0.877317
16.954400;0.877313
16.955400;0.877309
16.956400;0.877305
16.957400;0.877301
16.958400;0.877297
16.959400;0.877293
16.960400;0.877288
16.961400;0.877284
16.962400;0.877280
16.963400;0.877275
16.964400;0.877271
16.965400;0.877266
16.966400;0.877261
16.967400;0.877257
16.968400;0.877252
16.969400;0.877246
16.970400;0.877241
16.971400;0.877236
16.972400;0.877231
16.973400;0.877226
16.974400;0.877220
16.975400;0.877215
16.976400;0.877209
16.977400;0.877204
16.978400;0.877198
16.979400;0.877192
16.980400;0.877186
16.981400;0.877180
16.982400;0.877174
16.983400;0.877168
16.984400;0.877162
16.985400;0.877156
16.986400;0.877149
16.987400;0.877143
16.988400;0.877136
16.989400;0.877130
16.990400;0.877123
16.991400;0.877116
16.992400;0.877110
16.993400;0.877103
16.994400;0.877096
16.995400;0.877089
16.996400;0.877081
16.997400;0.877074
16.998400;0.877067
16.999400;0.877059
17.000400;0.877052
17.001400;0.877044
17.002400;0.877037
17.003400;0.877029
17.004400;0.877021
17.005400;0.877014
17.006400;0.877006
17.007400;0.876998
17.008400;0.876990
17.009400;0.876982
17.010400;0.876973
17.011400;0.876965
17.012400;0.876957
17.013400;0.876948
17.014400;0.876940
17.015400;0.876931
17.016400;0.876923
17.017400;0.876914
17.018400;0.876905
17.019400;0.876896
17.020400;0.876888
17.021400;0.876879
17.022400;0.876870
17.023400;0.876861
17.024400;0.876851
17.025400;0.876842
17.026400;0.876833
17.027400;0.876823
17.028400;0.876814
17.029400;0.876805
17.030400;0.876795
17.031400;0.876785
17.032400;0.876776
17.033400;0.876766
17.034400;0.876756
17.035400;0.876746
17.036400;0.876737
17.037400;0.876727
17.038400;0.876717
17.039400;0.876707
17.040400;0.876697
17.041400;0.876687
17.042400;0.876676
17.043400;0.876666
17.044400;0.876656
17.045400;0.876645
17.046400;0.876635
17.047400;0.876625
17.048400;0.876611
17.049400;0.876599
17.050400;0.876590
17.051400;0.876580
17.052400;0.876571
17.053400;0.876561
17.054400;0.876549
17.055400;0.876538
17.056220;0.876529
17.056720;0.876520
17.057386;0.876512
17.058386;0.876501
17.059386;0.876492
17.060386;0.876485
17.061386;0.876473
17.062386;0.876458
17.063386;0.876448
17.064386;0.876438
17.065386;0.876427
17.066386;0.876416
17.067386;0.876405
17.068386;0.876393
17.069386;0.876381
17.070386;0.876370
17.071386;0.876358
17.072386;0.876347
17.073386;0.876336
17.074386;0.876324
17.075386;0.876313
17.076386;0.876302
17.077386;0.876290
17.078386;0.876278
17.079386;0.876266
17.079562;0.876264
17.080062;0.876253
17.080729;0.876244
17.081729;0.876232
17.082729;0.876224
17.083729;0.876216
17.084729;0.876205
17.085729;0.876190
17.086729;0.876176
17.087729;0.876166
17.088729;0.876154
17.089729;0.876142
17.090729;0.876131
17.091729;0.876118
17.092729;0.876106
17.093729;0.876094
17.094729;0.876081
17.095250;0.876075
17.095750;0.876067
17.096416;0.876058
17.097416;0.876045
17.098416;0.876036
17.099416;0.876028
17.100416;0.876010
17.101416;0.875994
17.102416;0.875987
17.103416;0.875974
17.104416;0.875959
17.105416;0.875948
17.106416;0.875935
17.107416;0.875924
17.108416;0.875912
17.109416;0.875899
17.110416;0.875886
17.111416;0.875875
17.112416;0.875863
17.113416;0.875851
17.114416;0.875839
17.115416;0.875825
17.116416;0.875813
17.117416;0.875800
17.118416;0.875787
17.119416;0.875775
17.120416;0.875763
17.121416;0.875751
17.122416;0.875739
17.123416;0.875727
17.124416;0.875714
17.125416;0.875701
17.126416;0.875688
17.127416;0.875675
17.128416;0.875663
17.129416;0.875651
17.130416;0.875639
17.130446;0.875638
17.130946;0.875627
17.131612;0.875617
17.132612;0.875604
17.133612;0.875597
17.134612;0.875587
17.135612;0.875575
17.136612;0.875559
17.137612;0.875546
17.138612;0.875535
17.139612;0.875523
17.140228;0.875515
17.140728;0.875561
17.141395;0.875560
17.142395;0.875741
17.143395;0.875471
17.144395;0.875365
17.145395;0.875376
17.146395;0.875384
17.147395;0.875395
17.148395;0.875349
17.149395;0.875328
17.150395;0.875324
17.151395;0.875307
17.152395;0.875278
17.153395;0.875266
17.154395;0.875231
17.155395;0.875218
17.156395;0.875197
17.157395;0.875175
17.158395;0.875142
17.159395;0.875117
17.160395;0.875092
17.161395;0.875080
17.162395;0.875068
17.163395;0.875043
17.164395;0.875014
17.165395;0.874992
17.166395;0.874969
17.167395;0.874942
17.168395;0.874928
17.169395;0.874914
17.170395;0.874894
17.171395;0.874871
17.172395;0.874850
17.173395;0.874829
17.174395;0.874809
17.175395;0.874790
17.176395;0.874771
17.177395;0.874753
17.178395;0.874730
17.179395;0.874715
17.180395;0.874697
17.181395;0.874679
17.182395;0.874658
17.183395;0.874639
17.184395;0.874622
17.185395;0.874605
17.186395;0.874588
17.187395;0.874571
17.188395;0.874553
17.189395;0.874536
17.190395;0.874517
17.191395;0.874499
17.192395;0.874482
17.193395;0.874465
17.194395;0.874445
17.195395;0.874430
17.196395;0.874415
17.197395;0.874398
17.198395;0.874381
17.199395;0.874364
17.200395;0.874347
17.201395;0.874331
17.202395;0.874316
17.203395;0.874300
17.204395;0.874285
17.205395;0.874269
17.206395;0.874252
17.207395;0.874236
17.208395;0.874220
17.209395;0.874204
17.210395;0.874188
17.211395;0.874173
17.212395;0.874158
17.213395;0.874143
17.214395;0.874128
17.215395;0.874112
17.216395;0.874097
17.217395;0.874081
17.218395;0.874066
17.219395;0.874051
17.220395;0.874036
17.221395;0.874022
17.222395;0.874008
17.223395;0.873993
17.224395;0.873978
17.225395;0.873963
17.226395;0.873949
17.227395;0.873934
17.228395;0.873920
17.229395;0.873906
17.230395;0.873892
17.231395;0.873878
17.232395;0.873864
17.233395;0.873850
17.234395;0.873836
17.235395;0.873822
17.236395;0.873808
17.237395;0.873795
17.238395;0.873782
17.239395;0.873768
17.240395;0.873755
17.241395;0.873742
17.242395;0.873729
17.243395;0.873715
17.244395;0.873702
17.245395;0.873689
17.246395;0.873676
17.247395;0.873664
17.248395;0.873651
17.249395;0.873639
17.250395;0.873627
17.251395;0.873614
17.252395;0.873602
17.253395;0.873589
17.254395;0.873577
17.255395;0.873565
17.256395;0.873553
17.257395;0.873541
17.258395;0.873530
17.259395;0.873518
17.260395;0.873506
17.261395;0.873494
17.262395;0.873483
17.263395;0.873471
17.264395;0.873460
17.265395;0.873449
17.266395;0.873437
17.267395;0.873426
17.268395;0.873415
17.269395;0.873404
17.270395;0.873393
17.271395;0.873382
17.272395;0.873372
17.273395;0.873361
17.274395;0.873350
17.275395;0.873340
17.276395;0.873329
17.277395;0.873319
17.278395;0.873308
17.279395;0.873298
17.280395;0.873288
17.281395;0.873276
17.282395;0.873264
17.283395;0.873256
17.284395;0.873246
17.285395;0.873238
17.286395;0.873228
17.287395;0.873217
17.288395;0.873207
17.289395;0.873198
17.290395;0.873188
17.291395;0.873179
17.292395;0.873170
17.293395;0.873160
17.294395;0.873151
17.295395;0.873141
17.296395;0.873132
17.297395;0.873123
17.298395;0.873114
17.299395;0.873105
17.300395;0.873096
17.301395;0.873087
17.302395;0.873078
17.303395;0.873069
17.304395;0.873060
17.305395;0.873052
17.306395;0.873043
17.307395;0.873034
17.308395;0.873026
17.309395;0.873017
17.310395;0.873009
17.311395;0.873001
17.312395;0.872992
17.313395;0.872984
17.314395;0.872976
17.315395;0.872967
17.316395;0.872959
17.317395;0.872951
17.318395;0.872943
17.319395;0.872935
17.320395;0.872927
17.321395;0.872919
17.322395;0.872911
17.323395;0.872903
17.324395;0.872895
17.325395;0.872888
17.326395;0.872880
17.327395;0.872872
17.328395;0.872864
17.329395;0.872857
17.330395;0.872849
17.331395;0.872842
17.332395;0.872834
17.333395;0.872827
17.334395;0.872819
17.335395;0.872811
17.336395;0.872802
17.337395;0.872797
17.338395;0.872789
17.339395;0.872783
17.340395;0.872774
17.341395;0.872766
17.342395;0.872758
17.343395;0.872753
17.344395;0.872746
17.345395;0.872739
17.346395;0.872733
17.347395;0.872725
17.348395;0.872718
17.349395;0.872712
17.350395;0.872705
17.351395;0.872698
17.352395;0.872692
17.353395;0.872685
17.354395;0.872678
17.355395;0.872671
17.356395;0.872665
17.357395;0.872658
17.358395;0.872651
17.359395;0.872645
17.360395;0.872638
17.361395;0.872632
17.362395;0.872625
17.363395;0.872619
17.364395;0.872612
17.365395;0.872606
17.366395;0.872600
17.367395;0.872593
17.368395;0.872587
17.369395;0.872580
17.370395;0.872574
17.371395;0.872568
17.372395;0.872561
17.373395;0.872555
17.374395;0.872549
17.375395;0.872542
17.376395;0.872536
17.377395;0.872530
17.378395;0.872524
17.379395;0.872517
17.380395;0.872511
17.381395;0.872505
17.382395;0.872499
17.383395;0.872492
17.384395;0.872486
17.385395;0.872480
17.386395;0.872474
17.387395;0.872468
17.388395;0.872462
17.389395;0.872455
17.390395;0.872449
17.391395;0.872443
17.392395;0.872437
17.393395;0.872431
17.394395;0.872425
17.395395;0.872419
17.396395;0.872413
17.397395;0.872406
17.398395;0.872400
17.399395;0.872394
17.400395;0.872388
17.401395;0.872382
17.402395;0.872375
17.403395;0.872368
17.404395;0.872363
17.405395;0.872357
17.406395;0.872351
17.407395;0.872346
17.408395;0.872339
17.409395;0.872333
17.410395;0.872327
17.411395;0.872321
17.412395;0.872315
17.413395;0.872309
17.414395;0.872302
17.415395;0.872296
17.416395;0.872290
17.417395;0.872284
17.418395;0.872278
17.419395;0.872272
17.420395;0.872265
17.421395;0.872260
17.422395;0.872254
17.423395;0.872247
17.424395;0.872241
17.425395;0.872235
17.426395;0.872229
17.427395;0.872223
17.428395;0.872216
17.429395;0.872210
17.430395;0.872204
17.431395;0.872198
17.432395;0.872191
17.433395;0.872185
17.434395;0.872179
17.435395;0.872173
17.436395;0.872166
17.437395;0.872160
17.438395;0.872154
17.439395;0.872147
17.440395;0.872141
17.441395;0.872135
17.442395;0.872128
17.443395;0.872122
17.444395;0.872115
17.445395;0.872109
17.446395;0.872103
17.447395;0.872096
17.448395;0.872090
17.449395;0.872083
17.450395;0.872077
17.451395;0.872070
17.452395;0.872064
17.453395;0.872057
17.454395;0.872050
17.455395;0.872044
17.456395;0.872037
17.457395;0.872031
17.458395;0.872024
17.459395;0.872017
17.460395;0.872010
17.461395;0.872004
17.462395;0.871997
17.463395;0.871990
17.464395;0.871983
17.465395;0.871977
17.466395;0.871970
17.467395;0.871963
17.468395;0.871956
17.469395;0.871949
17.470395;0.871942
17.471395;0.871935
17.472395;0.871928
17.473395;0.871921
17.474395;0.871915
17.475395;0.871907
17.476395;0.871901
17.477395;0.871894
17.478395;0.871886
17.479395;0.871879
17.480395;0.871872
17.481395;0.871865
17.482395;0.871858
17.483395;0.871851
17.484395;0.871843
17.485395;0.871836
17.486395;0.871827
17.487395;0.871821
17.488395;0.871814
17.489395;0.871807
17.490395;0.871800
17.491395;0.871792
17.492395;0.871785
17.493395;0.871777
17.494395;0.871770
17.495395;0.871763
17.496395;0.871755
17.497395;0.871747
17.498395;0.871740
17.499395;0.871732
17.500395;0.871725
17.501395;0.871717
17.502395;0.871710
17.503395;0.871702
17.504395;0.871694
17.505395;0.871687
17.506395;0.871679
17.507395;0.871671
17.508395;0.871664
17.509395;0.871656
17.510395;0.871648
17.511395;0.871640
