b:tnow in s;m:u in p.u.
15.277767;0.892435
15.278767;0.892423
15.279767;0.892410
15.280767;0.892398
15.281767;0.892385
15.282767;0.892372
15.283767;0.892360
15.284767;0.892347
15.285767;0.892334
15.286767;0.892322
15.287767;0.892309
15.288767;0.892297
15.289767;0.892284
15.290767;0.892271
15.291767;0.892259
15.292767;0.892246
15.293767;0.892233
15.294767;0.892221
15.295767;0.892208
15.296767;0.892195
15.297767;0.892182
15.298767;0.892170
15.299767;0.892157
15.300767;0.892144
15.301767;0.892131
15.302767;0.892119
15.303767;0.892106
15.304767;0.892093
15.305767;0.892080
15.306767;0.892067
15.307767;0.892054
15.308767;0.892039
15.309767;0.892021
15.310767;0.892012
15.311767;0.891999
15.312767;0.891989
15.313767;0.891977
15.314767;0.891963
15.315767;0.891949
15.316767;0.891937
15.317767;0.891924
15.318767;0.891912
15.319767;0.891899
15.320767;0.891885
15.321767;0.891873
15.322767;0.891860
15.323767;0.891847
15.324767;0.891834
15.325767;0.891821
15.326767;0.891808
15.327767;0.891795
15.328767;0.891782
15.329767;0.891769
15.330767;0.891756
15.331767;0.891743
15.332767;0.891730
15.333767;0.891717
15.334767;0.891704
15.335767;0.891691
15.336767;0.891678
15.337767;0.891665
15.338767;0.891652
15.339767;0.891639
15.340767;0.891626
15.341767;0.891612
15.342767;0.891599
15.343767;0.891586
15.344767;0.891573
15.345767;0.891560
15.346767;0.891546
15.347767;0.891533
15.348767;0.891520
15.349767;0.891507
15.350767;0.891493
15.351767;0.891480
15.352767;0.891466
15.353767;0.891453
15.354767;0.891437
15.355767;0.891419
15.356767;0.891409
15.357767;0.891396
15.358767;0.891385
15.359767;0.891373
15.360767;0.891357
15.361767;0.891344
15.362767;0.891331
15.363767;0.891318
15.364767;0.891304
15.365767;0.891291
15.366767;0.891277
15.367767;0.891264
15.368767;0.891250
15.369767;0.891237
15.370767;0.891223
15.371767;0.891210
15.372767;0.891196
15.373767;0.891183
15.374767;0.891169
15.375767;0.891156
15.376767;0.891142
15.377767;0.891129
15.378767;0.891115
15.379767;0.891101
15.380767;0.891088
15.381767;0.891074
15.382767;0.891060
15.383767;0.891047
15.384767;0.891033
15.385767;0.891019
15.386767;0.891005
15.387767;0.890992
15.388767;0.890978
15.389767;0.890964
15.390767;0.890950
15.391767;0.890936
15.392767;0.890922
15.393767;0.890909
15.394767;0.890895
15.395767;0.890881
15.396767;0.890867
15.397767;0.890853
15.398767;0.890836
15.399767;0.890817
15.400767;0.890807
15.401767;0.890793
15.402767;0.890782
15.403767;0.890769
15.404767;0.890753
15.405767;0.890739
15.406767;0.890726
15.407767;0.890711
15.408767;0.890698
15.409767;0.890684
15.410767;0.890669
15.411767;0.890655
15.412767;0.890641
15.413767;0.890627
15.414767;0.890613
15.415767;0.890599
15.416767;0.890585
15.417767;0.890571
15.418767;0.890557
15.419767;0.890543
15.420767;0.890529
15.421767;0.890514
15.422767;0.890500
15.423767;0.890486
15.424767;0.890472
15.425767;0.890458
15.426767;0.890443
15.427767;0.890429
15.428767;0.890415
15.429767;0.890401
15.430767;0.890386
15.431767;0.890372
15.432767;0.890357
15.433767;0.890343
15.434767;0.890329
15.435767;0.890314
15.436767;0.890300
15.437767;0.890286
15.438767;0.890271
15.439767;0.890257
15.440767;0.890242
15.441767;0.890225
15.442767;0.890206
15.443767;0.890195
15.444767;0.890181
15.445767;0.890169
15.446767;0.890156
15.447767;0.890139
15.448767;0.890125
15.449767;0.890111
15.450767;0.890096
15.451767;0.890082
15.452767;0.890068
15.453767;0.890053
15.454767;0.890039
15.455767;0.890024
15.456767;0.890010
15.457767;0.889995
15.458767;0.889981
15.459767;0.889966
15.460767;0.889952
15.461767;0.889937
15.462767;0.889923
15.463767;0.889908
15.464767;0.889894
15.465767;0.889879
15.466767;0.889865
15.467767;0.889850
15.468767;0.889836
15.469767;0.889821
15.470767;0.889807
15.471767;0.889792
15.472767;0.889777
15.473767;0.889763
15.474767;0.889748
15.475767;0.889733
15.476767;0.889719
15.477767;0.889704
15.478767;0.889690
15.479767;0.889675
15.480767;0.889660
15.481767;0.889643
15.482767;0.889623
15.483767;0.889612
15.484767;0.889597
15.485767;0.889585
15.486767;0.889572
15.487767;0.889556
15.488767;0.889541
15.489767;0.889527
15.490767;0.889512
15.491767;0.889498
15.492767;0.889483
15.493767;0.889468
15.494767;0.889454
15.495767;0.889439
15.496767;0.889424
15.497767;0.889410
15.498767;0.889395
15.499767;0.889380
15.500767;0.889366
15.501767;0.889352
15.502767;0.889337
15.503767;0.889322
15.504767;0.889308
15.505767;0.889293
15.506767;0.889278
15.507767;0.889264
15.508767;0.889249
15.509767;0.889234
15.510767;0.889220
15.511767;0.889205
15.512767;0.889191
15.513767;0.889176
15.514767;0.889161
15.515767;0.889146
15.516767;0.889132
15.517767;0.889117
15.518767;0.889102
15.519767;0.889088
15.520767;0.889073
15.521767;0.889059
15.522767;0.889041
15.523767;0.889021
15.524767;0.889010
15.525767;0.888995
15.526767;0.888984
15.527767;0.888970
15.528767;0.888954
15.529767;0.888939
15.530767;0.888925
15.531767;0.888910
15.532767;0.888896
15.533767;0.888881
15.534767;0.888866
15.535767;0.888852
15.536767;0.888837
15.537767;0.888823
15.538767;0.888808
15.539767;0.888794
15.540767;0.888779
15.541767;0.888765
15.542767;0.888750
15.543767;0.888736
15.544767;0.888721
15.545767;0.888706
15.546767;0.888692
15.547767;0.888677
15.548767;0.888663
15.549767;0.888648
15.550767;0.888634
15.551767;0.888619
15.552767;0.888604
15.553767;0.888590
15.554767;0.888575
15.555767;0.888561
15.556767;0.888546
15.557767;0.888532
15.558767;0.888517
15.559767;0.888503
15.560767;0.888488
15.561767;0.888473
15.562767;0.888456
15.563767;0.888436
15.564767;0.888425
15.565767;0.888411
15.566767;0.888399
15.567767;0.888386
15.568767;0.888370
15.569767;0.888355
15.570767;0.888341
15.571767;0.888326
15.572767;0.888312
15.573767;0.888298
15.574767;0.888283
15.575767;0.888269
15.576767;0.888255
15.577767;0.888240
15.578767;0.888226
15.579767;0.888211
15.580767;0.888197
15.581767;0.888182
15.582767;0.888168
15.583767;0.888154
15.584767;0.888139
15.585767;0.888125
15.586767;0.888110
15.587767;0.888096
15.588767;0.888081
15.589767;0.888067
15.590767;0.888053
15.591767;0.888038
15.592767;0.888024
15.593767;0.888010
15.594767;0.887995
15.595767;0.887981
15.596767;0.887966
15.597767;0.887952
15.598767;0.887937
15.599767;0.887923
15.600767;0.887909
15.601767;0.887894
15.602767;0.887877
15.603767;0.887857
15.604767;0.887847
15.605767;0.887832
15.606767;0.887821
15.607767;0.887808
15.608767;0.887792
15.609767;0.887777
15.610767;0.887764
15.611767;0.887749
15.612767;0.887735
15.613767;0.887721
15.614767;0.887706
15.615767;0.887692
15.616767;0.887678
15.617767;0.887663
15.618767;0.887649
15.619767;0.887635
15.620767;0.887620
15.621767;0.887606
15.622767;0.887592
15.623767;0.887578
15.624767;0.887564
15.625767;0.887549
15.626767;0.887535
15.627767;0.887521
15.628767;0.887507
15.629767;0.887492
15.630767;0.887478
15.631767;0.887464
15.632767;0.887450
15.633767;0.887435
15.634767;0.887421
15.635767;0.887407
15.636767;0.887393
15.637767;0.887378
15.638767;0.887364
15.639767;0.887350
15.640767;0.887336
15.641767;0.887321
15.642767;0.887307
15.643767;0.887290
15.644767;0.887270
15.645767;0.887260
15.646767;0.887245
15.647767;0.887234
15.648767;0.887222
15.649767;0.887205
15.650767;0.887191
15.651767;0.887177
15.652767;0.887163
15.653767;0.887149
15.654767;0.887135
15.655767;0.887120
15.656767;0.887106
15.657767;0.887092
15.658767;0.887077
15.659767;0.887063
15.660767;0.887049
15.661767;0.887035
15.662767;0.887021
15.663767;0.887007
15.664767;0.886993
15.665767;0.886979
15.666767;0.886964
15.667767;0.886950
15.668767;0.886936
15.669767;0.886922
15.670767;0.886908
15.671767;0.886893
15.672767;0.886879
15.673767;0.886865
15.674767;0.886851
15.675767;0.886836
15.676767;0.886822
15.677767;0.886808
15.678767;0.886794
15.679767;0.886780
15.680767;0.886765
15.681767;0.886751
15.682767;0.886737
15.683767;0.886723
15.684767;0.886708
15.685767;0.886691
15.686767;0.886672
15.687767;0.886661
15.688767;0.886647
15.689767;0.886636
15.690767;0.886623
15.691767;0.886607
15.692767;0.886592
15.693767;0.886579
15.694767;0.886564
15.695767;0.886550
15.696767;0.886536
15.697767;0.886521
15.698767;0.886507
15.699767;0.886493
15.700767;0.886479
15.701767;0.886465
15.702767;0.886450
15.703767;0.886436
15.704767;0.886422
15.705767;0.886408
15.706767;0.886394
15.707767;0.886380
15.708767;0.886365
15.709767;0.886351
15.710767;0.886337
15.711767;0.886322
15.712767;0.886308
15.713767;0.886294
15.714767;0.886280
15.715767;0.886265
15.716767;0.886251
15.717767;0.886237
15.718767;0.886222
15.719767;0.886208
15.720767;0.886194
15.721767;0.886179
15.722767;0.886165
15.723767;0.886151
15.724767;0.886136
15.725767;0.886122
15.726767;0.886108
15.727767;0.886093
15.728767;0.886076
15.729767;0.886057
15.730767;0.886046
15.731767;0.886031
15.732767;0.886020
15.733767;0.886007
15.734767;0.885991
15.735767;0.885976
15.736767;0.885963
15.737767;0.885948
15.738767;0.885933
15.739767;0.885919
15.740767;0.885905
15.741767;0.885890
15.742767;0.885876
15.743767;0.885862
15.744767;0.885847
15.745767;0.885833
15.746767;0.885818
15.747767;0.885804
15.748767;0.885790
15.749767;0.885776
15.750767;0.885761
15.751767;0.885747
15.752767;0.885732
15.753767;0.885718
15.754767;0.885703
15.755767;0.885689
15.756767;0.885674
15.757767;0.885660
15.758767;0.885646
15.759767;0.885631
15.760767;0.885617
15.761767;0.885602
15.762767;0.885588
15.763767;0.885573
15.764767;0.885559
15.765767;0.885544
15.766767;0.885529
15.767767;0.885515
15.768767;0.885501
15.769767;0.885486
15.770767;0.885468
15.771767;0.885449
15.772767;0.885438
15.773767;0.885423
15.774767;0.885412
15.775767;0.885399
15.776767;0.885382
15.777767;0.885367
15.778767;0.885354
15.779767;0.885339
15.780767;0.885324
15.781767;0.885310
15.782767;0.885295
15.783767;0.885280
15.784767;0.885266
15.785767;0.885251
15.786767;0.885237
15.787767;0.885222
15.788767;0.885207
15.789767;0.885193
15.790767;0.885178
15.791767;0.885164
15.792767;0.885149
15.793767;0.885135
15.794767;0.885120
15.795767;0.885105
15.796767;0.885091
15.797767;0.885076
15.798767;0.885061
15.799767;0.885047
15.800767;0.885032
15.801767;0.885017
15.802767;0.885003
15.803767;0.884988
15.804767;0.884973
15.805767;0.884959
15.806767;0.884944
15.807767;0.884929
15.808767;0.884914
15.809767;0.884900
15.810767;0.884885
15.811767;0.884868
15.812767;0.884848
15.813767;0.884836
15.814767;0.884822
15.815767;0.884810
15.816767;0.884797
15.817767;0.884780
15.818767;0.884765
15.819767;0.884751
15.820767;0.884736
15.821767;0.884721
15.822767;0.884707
15.823767;0.884692
15.824767;0.884677
15.825767;0.884663
15.826767;0.884648
15.827767;0.884633
15.828767;0.884618
15.829767;0.884603
15.830767;0.884589
15.831767;0.884574
15.832767;0.884559
15.833767;0.884545
15.834767;0.884530
15.835767;0.884515
15.836767;0.884500
15.837767;0.884486
15.838767;0.884471
15.839767;0.884456
15.840767;0.884441
15.841767;0.884427
15.842767;0.884412
15.843767;0.884397
15.844767;0.884382
15.845767;0.884367
15.846767;0.884352
15.847767;0.884338
15.848767;0.884323
15.849767;0.884308
15.850767;0.884293
15.851767;0.884279
15.852767;0.884261
15.853767;0.884242
15.854767;0.884230
15.855767;0.884215
15.856767;0.884203
15.857767;0.884190
15.858767;0.884173
15.859767;0.884158
15.860767;0.884144
15.861767;0.884129
15.862767;0.884114
15.863767;0.884100
15.864767;0.884085
15.865767;0.884070
15.866767;0.884055
15.867767;0.884041
15.868767;0.884026
15.869767;0.884011
15.870767;0.883996
15.871767;0.883982
15.872767;0.883967
15.873767;0.883952
15.874767;0.883938
15.875767;0.883923
15.876767;0.883908
15.877767;0.883893
15.878767;0.883878
15.879767;0.883864
15.880767;0.883849
15.881767;0.883835
15.882767;0.883820
15.883767;0.883805
15.884767;0.883790
15.885767;0.883775
15.886767;0.883761
15.887767;0.883746
15.888767;0.883731
15.889767;0.883716
15.890767;0.883702
15.891767;0.883687
15.892767;0.883672
15.893767;0.883656
15.894767;0.883636
15.895767;0.883624
15.896767;0.883610
15.897767;0.883598
15.898767;0.883584
15.899767;0.883568
15.900767;0.883553
15.901767;0.883539
15.902767;0.883524
15.903767;0.883510
15.904767;0.883496
15.905767;0.883480
15.906767;0.883466
15.907767;0.883452
15.908767;0.883437
15.909767;0.883422
15.910767;0.883408
15.911767;0.883393
15.912767;0.883379
15.913767;0.883364
15.914767;0.883350
15.915767;0.883336
15.916767;0.883321
15.917767;0.883307
15.918767;0.883292
15.919767;0.883277
15.920767;0.883263
15.921767;0.883248
15.922767;0.883234
15.923767;0.883220
15.924767;0.883205
15.925767;0.883191
15.926767;0.883176
15.927767;0.883162
15.928767;0.883148
15.929767;0.883133
15.930767;0.883119
15.931767;0.883104
15.932767;0.883090
15.933767;0.883076
15.934767;0.883059
15.935767;0.883040
15.936767;0.883029
15.937767;0.883014
15.938767;0.883003
15.939767;0.882990
15.940767;0.882974
15.941767;0.882959
15.942767;0.882946
15.943767;0.882931
15.944767;0.882917
15.945767;0.882903
15.946767;0.882889
15.947767;0.882874
15.948767;0.882860
15.949767;0.882846
15.950767;0.882832
15.951767;0.882818
15.952767;0.882804
15.953767;0.882790
15.954767;0.882776
15.955767;0.882762
15.956767;0.882748
15.957767;0.882734
15.958767;0.882720
15.959767;0.882705
15.960767;0.882691
15.961767;0.882677
15.962767;0.882663
15.963767;0.882650
15.964767;0.882636
15.965767;0.882622
15.966767;0.882608
15.967767;0.882594
15.968767;0.882580
15.969767;0.882566
15.970767;0.882552
15.971767;0.882538
15.972767;0.882524
15.973767;0.882511
15.974767;0.882497
15.975767;0.882483
15.976767;0.882467
15.977767;0.882449
15.978767;0.882438
15.979767;0.882424
15.980767;0.882413
15.981767;0.882400
15.982767;0.882385
15.983767;0.882371
15.984767;0.882358
15.985767;0.882344
15.986767;0.882331
15.987767;0.882317
15.988767;0.882303
15.989767;0.882290
15.990767;0.882276
15.991767;0.882263
15.992767;0.882249
15.993767;0.882236
15.994767;0.882222
15.995767;0.882209
15.996767;0.882195
15.997767;0.882182
15.998767;0.882169
15.999767;0.882155
16.000767;0.882142
16.001767;0.882129
16.002767;0.882115
16.003767;0.882102
16.004767;0.882089
16.005767;0.882075
16.006767;0.882062
16.007767;0.882049
16.008767;0.882036
16.009767;0.882022
16.010767;0.882009
16.011767;0.881996
16.012767;0.881982
16.013767;0.881969
16.014767;0.881956
16.015767;0.881943
16.016767;0.881930
16.017767;0.881917
16.018767;0.881904
16.019767;0.881889
16.020767;0.881872
16.021767;0.881861
16.022767;0.881848
16.023767;0.881838
16.024767;0.881826
16.025767;0.881811
16.026767;0.881798
16.027767;0.881786
16.028767;0.881773
16.029767;0.881760
16.030767;0.881747
16.031767;0.881734
16.032767;0.881722
16.033767;0.881709
16.034767;0.881696
16.035767;0.881683
16.036767;0.881670
16.037767;0.881658
16.038767;0.881645
16.039767;0.881632
16.040767;0.881620
16.041767;0.881607
16.042767;0.881595
16.043767;0.881582
16.044767;0.881569
16.045767;0.881557
16.046767;0.881544
16.047767;0.881532
16.048767;0.881519
16.049767;0.881507
16.050767;0.881494
16.051767;0.881482
16.052767;0.881469
16.053767;0.881457
16.054767;0.881444
16.055767;0.881432
16.056767;0.881419
16.057767;0.881407
16.058767;0.881395
16.059767;0.881382
16.060767;0.881370
16.061767;0.881358
16.062767;0.881345
16.063767;0.881333
16.064767;0.881321
16.065767;0.881307
16.066767;0.881291
16.067767;0.881281
16.068767;0.881269
16.069767;0.881259
16.070767;0.881248
16.071767;0.881234
16.072767;0.881222
16.073767;0.881210
16.074767;0.881198
16.075767;0.881186
16.076767;0.881174
16.077767;0.881162
16.078767;0.881150
16.079767;0.881138
16.080767;0.881126
16.081767;0.881114
16.082767;0.881102
16.083767;0.881090
16.084767;0.881078
16.085767;0.881066
16.086767;0.881055
16.087767;0.881043
16.088767;0.881031
16.089767;0.881019
16.090767;0.881007
16.091767;0.880995
16.092767;0.880984
16.093767;0.880972
16.094767;0.880960
16.095767;0.880948
16.096767;0.880937
16.097767;0.880925
16.098767;0.880913
16.099767;0.880901
16.100767;0.880890
16.101767;0.880878
16.102767;0.880866
16.103767;0.880855
16.104767;0.880843
16.105767;0.880832
16.106767;0.880820
16.107767;0.880808
16.108767;0.880797
16.109767;0.880785
16.110767;0.880774
16.111767;0.880762
16.112767;0.880750
16.113767;0.880739
16.114767;0.880727
16.115767;0.880715
16.116767;0.880699
16.117767;0.880690
16.118767;0.880679
16.119767;0.880669
16.120767;0.880659
16.121767;0.880646
16.122767;0.880635
16.123767;0.880624
16.124767;0.880612
16.125767;0.880601
16.126767;0.880590
16.127767;0.880578
16.128767;0.880567
16.129767;0.880556
16.130767;0.880544
16.131767;0.880533
16.132767;0.880522
16.133767;0.880511
16.134767;0.880499
16.135767;0.880488
16.136767;0.880477
16.137767;0.880466
16.138767;0.880455
16.139767;0.880444
16.140767;0.880432
16.141767;0.880421
16.142767;0.880410
16.143767;0.880399
16.144767;0.880388
16.145767;0.880377
16.146767;0.880366
16.147767;0.880354
16.148767;0.880343
16.149767;0.880332
16.150767;0.880321
16.151767;0.880310
16.152767;0.880299
16.153767;0.880288
16.154767;0.880276
16.155767;0.880265
16.156767;0.880254
16.157767;0.880243
16.158767;0.880232
16.159767;0.880221
16.160767;0.880210
16.161767;0.880199
16.162767;0.880188
16.163767;0.880177
16.164767;0.880166
16.165767;0.880155
16.166767;0.880144
16.167767;0.880132
16.168767;0.880121
16.169767;0.880109
16.170767;0.880095
16.171767;0.880086
16.172767;0.880075
16.173767;0.880066
16.174767;0.880056
16.175767;0.880043
16.176767;0.880032
16.177767;0.880022
16.178767;0.880010
16.179767;0.880000
16.180767;0.879989
16.181767;0.879978
16.182767;0.879967
16.183767;0.879956
16.184767;0.879945
16.185767;0.879934
16.186767;0.879923
16.187767;0.879912
16.188767;0.879901
16.189767;0.879890
16.190767;0.879879
16.191767;0.879869
16.192767;0.879858
16.193767;0.879847
16.194767;0.879836
16.195767;0.879825
16.196767;0.879814
16.197767;0.879803
16.198767;0.879792
16.199767;0.879781
16.200767;0.879770
16.201767;0.879759
16.202767;0.879748
16.203767;0.879737
16.204767;0.879726
16.205767;0.879715
16.206767;0.879704
16.207767;0.879693
16.208767;0.879682
16.209767;0.879671
16.210767;0.879660
16.211767;0.879649
16.212767;0.879638
16.213767;0.879627
16.214767;0.879616
16.215767;0.879605
16.216767;0.879594
16.217767;0.879583
16.218767;0.879572
16.219767;0.879561
16.220767;0.879550
16.221767;0.879539
16.222767;0.879528
16.223767;0.879517
16.224767;0.879506
16.225767;0.879494
16.226767;0.879480
16.227767;0.879471
16.228767;0.879460
16.229767;0.879450
16.230767;0.879440
16.231767;0.879428
16.232767;0.879417
16.233767;0.879406
16.234767;0.879395
16.235767;0.879384
16.236767;0.879373
16.237767;0.879362
16.238767;0.879351
16.239767;0.879340
16.240767;0.879329
16.241767;0.879317
16.242767;0.879306
16.243767;0.879295
16.244767;0.879284
16.245767;0.879273
16.246767;0.879262
16.247767;0.879251
16.248767;0.879240
16.249767;0.879229
16.250767;0.879218
16.251767;0.879207
16.252767;0.879195
16.253767;0.879184
16.254767;0.879173
16.255767;0.879162
16.256767;0.879151
16.257767;0.879139
16.258767;0.879128
16.259767;0.879117
16.260767;0.879106
16.261767;0.879095
16.262767;0.879083
16.263767;0.879072
16.264767;0.879061
16.265767;0.879050
16.266767;0.879038
16.267767;0.879027
16.268767;0.879016
16.269767;0.879004
16.270767;0.878993
16.271767;0.878982
16.272767;0.878970
16.273767;0.878959
16.274767;0.878947
16.275767;0.878936
16.276767;0.878925
16.277767;0.878913
16.278767;0.878902
16.279767;0.878891
16.280767;0.878879
16.281767;0.878866
16.282767;0.878851
16.283767;0.878842
16.284767;0.878831
16.285767;0.878821
16.286767;0.878811
16.287767;0.878798
16.288767;0.878786
16.289767;0.878775
16.290767;0.878763
16.291767;0.878752
16.292767;0.878741
16.293767;0.878729
16.294767;0.878717
16.295767;0.878706
16.296767;0.878694
16.297767;0.878683
16.298767;0.878671
16.299767;0.878660
16.300767;0.878648
16.301767;0.878636
16.302767;0.878625
16.303767;0.878613
16.304767;0.878602
16.305767;0.878590
16.306767;0.878578
16.307767;0.878567
16.308767;0.878555
16.309767;0.878543
16.310767;0.878532
16.311767;0.878520
16.312767;0.878508
16.313767;0.878496
16.314767;0.878485
16.315767;0.878473
16.316767;0.878461
16.317767;0.878449
16.318767;0.878437
16.319767;0.878425
16.320767;0.878414
16.321767;0.878402
16.322767;0.878390
16.323767;0.878378
16.324767;0.878366
16.325767;0.878354
16.326767;0.878342
16.327767;0.878330
16.328767;0.878318
16.329767;0.878306
16.330767;0.878295
16.331767;0.878282
16.332767;0.878270
16.333767;0.878258
16.334767;0.878246
16.335767;0.878233
16.336767;0.878217
16.337767;0.878208
16.338767;0.878196
16.339767;0.878185
16.340767;0.878174
16.341767;0.878161
16.342767;0.878149
16.343767;0.878137
16.344767;0.878125
16.345767;0.878113
16.346767;0.878101
16.347767;0.878089
16.348767;0.878076
16.349767;0.878064
16.350767;0.878052
16.351767;0.878040
16.352767;0.878028
16.353767;0.878016
16.354767;0.878003
16.355767;0.877991
16.356767;0.877979
16.357767;0.877967
16.358767;0.877955
16.359767;0.877943
16.360767;0.877930
16.361767;0.877918
16.362767;0.877906
16.363767;0.877893
16.364767;0.877881
16.365767;0.877869
16.366767;0.877856
16.367767;0.877844
16.368767;0.877832
16.369767;0.877819
16.370767;0.877807
16.371767;0.877794
16.372767;0.877782
16.373767;0.877770
16.374767;0.877757
16.375767;0.877745
16.376767;0.877732
16.377767;0.877720
16.378767;0.877707
16.379767;0.877695
16.380767;0.877682
16.381767;0.877670
16.382767;0.877657
16.383767;0.877645
16.384767;0.877632
16.385767;0.877619
16.386767;0.877602
16.387767;0.877592
16.388767;0.877579
16.389767;0.877569
16.390767;0.877557
16.391767;0.877543
16.392767;0.877531
16.393767;0.877519
16.394767;0.877506
16.395767;0.877493
16.396767;0.877481
16.397767;0.877468
16.398767;0.877455
16.399767;0.877443
16.400767;0.877430
16.401767;0.877418
16.402767;0.877405
16.403767;0.877392
16.404767;0.877380
16.405767;0.877367
16.406767;0.877354
16.407767;0.877342
16.408767;0.877329
16.409767;0.877317
16.410767;0.877304
16.411767;0.877291
16.412767;0.877278
16.413767;0.877266
16.414767;0.877253
16.415767;0.877240
16.416767;0.877228
16.417767;0.877215
16.418767;0.877202
16.419767;0.877189
16.420767;0.877176
16.421767;0.877164
16.422767;0.877151
16.423767;0.877138
16.424767;0.877125
16.425767;0.877113
16.426767;0.877100
16.427767;0.877087
16.428767;0.877074
16.429767;0.877061
16.430767;0.877048
16.431767;0.877035
16.432767;0.877023
16.433767;0.877010
16.434767;0.876996
16.435767;0.876979
16.436767;0.876968
16.437767;0.876955
16.438767;0.876945
16.439767;0.876933
16.440767;0.876919
16.441767;0.876906
16.442767;0.876893
16.443767;0.876880
16.444767;0.876868
16.445767;0.876855
16.446767;0.876841
16.447767;0.876829
16.448767;0.876816
16.449767;0.876803
16.450767;0.876790
16.451767;0.876777
16.452767;0.876764
16.453767;0.876752
16.454767;0.876739
16.455767;0.876726
16.456767;0.876713
16.457767;0.876700
16.458767;0.876687
16.459767;0.876674
16.460767;0.876661
16.461767;0.876649
16.462767;0.876636
16.463767;0.876623
16.464767;0.876610
16.465767;0.876597
16.466767;0.876584
16.467767;0.876571
16.468767;0.876558
16.469767;0.876545
16.470767;0.876532
16.471767;0.876519
16.472767;0.876506
16.473767;0.876494
16.474767;0.876481
16.475767;0.876468
16.476531;0.876458
16.477031;0.876447
16.477698;0.876437
16.478698;0.876424
16.479698;0.876410
16.480698;0.876393
16.481698;0.876381
16.482698;0.876368
16.483698;0.876354
16.484698;0.876341
16.485198;0.876335
16.485698;0.876325
16.486364;0.876315
16.487364;0.876299
16.488364;0.876296
16.489364;0.876278
16.490364;0.876265
16.491364;0.876254
16.492364;0.876239
16.493364;0.876225
16.494364;0.876212
16.495364;0.876199
16.496364;0.876186
16.497364;0.876173
16.498364;0.876160
16.499364;0.876147
16.500364;0.876134
16.501364;0.876121
16.502364;0.876108
16.503364;0.876095
16.504364;0.876082
16.505364;0.876069
16.506364;0.876056
16.507364;0.876043
16.508364;0.876028
16.509364;0.876019
16.510364;0.876008
16.511364;0.875997
16.512364;0.875985
16.513364;0.875972
16.514364;0.875959
16.515364;0.875947
16.516364;0.875935
16.517364;0.875922
16.518364;0.875910
16.519364;0.875897
16.520364;0.875885
16.521364;0.875872
16.522364;0.875859
16.523364;0.875847
16.524364;0.875834
16.524762;0.875829
16.525262;0.875821
16.525928;0.875807
16.526928;0.875787
16.527928;0.875780
16.528928;0.875775
16.529928;0.875764
16.530928;0.875748
16.531928;0.875734
16.532928;0.875721
16.533928;0.875709
16.534928;0.875697
16.535168;0.875694
16.535668;0.888867
16.536335;0.886606
16.537335;0.885352
16.538335;0.883304
16.539335;0.882231
16.540335;0.881978
16.541335;0.882056
16.542335;0.882152
16.543335;0.882426
16.544335;0.882715
16.545335;0.883027
16.545835;0.883165
16.546335;0.883304
16.547002;0.883492
16.548002;0.883698
16.549002;0.883837
16.550002;0.883950
16.551002;0.884037
16.552002;0.884087
16.553002;0.884114
16.554002;0.884123
16.555002;0.884117
16.556002;0.884100
16.557002;0.884073
16.558002;0.884038
16.559002;0.883998
16.560002;0.883953
16.561002;0.883903
16.562002;0.883849
16.563002;0.883791
16.564002;0.883731
16.565002;0.883668
16.566002;0.883603
16.567002;0.883537
16.568002;0.883471
16.569002;0.883405
16.570002;0.883339
16.571002;0.883274
16.572002;0.883211
16.573002;0.883149
16.574002;0.883088
16.575002;0.883029
16.576002;0.882972
16.577002;0.882917
16.578002;0.882864
16.579002;0.882812
16.580002;0.882762
16.581002;0.882714
16.582002;0.882667
16.583002;0.882621
16.584002;0.882577
16.585002;0.882534
16.586002;0.882492
16.587002;0.882451
16.588002;0.882411
16.589002;0.882372
16.590002;0.882334
16.591002;0.882297
16.592002;0.882261
16.593002;0.882225
16.594002;0.882190
16.595002;0.882155
16.596002;0.882122
16.597002;0.882088
16.598002;0.882055
16.599002;0.882023
16.600002;0.881991
16.601002;0.881959
16.602002;0.881927
16.603002;0.881895
16.604002;0.881864
16.605002;0.881828
16.606002;0.881800
16.607002;0.881770
16.608002;0.881737
16.609002;0.881707
16.610002;0.881676
16.611002;0.881644
16.612002;0.881620
16.613002;0.881592
16.614002;0.881560
16.615002;0.881529
16.616002;0.881486
16.617002;0.881463
16.618002;0.881436
16.619002;0.881404
16.620002;0.881373
16.621002;0.881340
16.622002;0.881305
16.623002;0.881274
16.624002;0.881244
16.625002;0.881212
16.626002;0.881180
16.627002;0.881147
16.628002;0.881113
16.629002;0.881079
16.630002;0.881045
16.631002;0.881012
16.632002;0.880979
16.633002;0.880945
16.634002;0.880912
16.635002;0.880879
16.636002;0.880844
16.637002;0.880810
16.638002;0.880775
16.639002;0.880740
16.640002;0.880706
16.641002;0.880672
16.642002;0.880638
16.643002;0.880605
16.644002;0.880571
16.645002;0.880537
16.646002;0.880502
16.647002;0.880467
16.648002;0.880434
16.649002;0.880400
16.650002;0.880366
16.651002;0.880333
16.652002;0.880300
16.653002;0.880267
16.654002;0.880234
16.655002;0.880201
16.656002;0.880168
16.657002;0.880136
16.658002;0.880104
16.659002;0.880072
16.660002;0.880040
16.661002;0.880009
16.662002;0.879978
16.663002;0.879947
16.664002;0.879916
16.665002;0.879885
16.666002;0.879854
16.667002;0.879824
16.668002;0.879794
